"997881240102311",,"Doing business internationally :","g"
"997999680102311",,"The Sorceress and the friar","g"
"997880790102311",,"A Spirit problem","g"
"997832470102311",,"Frank Gehry","g"
"997824100102311",,"Arata Isozaki II","g"
"997807140102311",,"Planning successful rehearsals","g"
"997923550102311",,"The True Malcolm X speaks","g"
"997979740102311",,"The Wild duck","g"
"997811950102311",,"Vitamin E for swine","g"
"997946250102311",,"Acupuncture points and meridians in the dog","k"
"997748100102311",,"Plato's Apology","g"
"997824110102311",,"Richard Meier","g"
"997824070102311",,"John Hejduk, builder of worlds","g"
"997922180102311",,"Continent on the move","g"
"998034080102311",,"Skylab and the Sun.","g"
"998005240102311",,"Edible wild plants","g"
"997829730102311",,"Maria Callas Hamburg concert 1959","g"
"997791700102311",,"Anna Moffo in opera and song","g"
"997841970102311",,"The Magnificent Victoria de los Angeles","g"
"997899500102311",,"Bach, masterpieces to order","g"
"997824150102311",,"Mies","g"
"996519710102311",,"Geothermal power","g"
"996682760102311",,"Hobson's choice","g"
"996474480102311",,"Gifts of time","g"
"996805790102311",,"Fifteen strings of cash","g"
"996887350102311",,"John Scofield on improvisation","g"
"996507830102311",,"Addition and subtraction of fractions.","g"
"996889370102311",,"Count Basie and his orchestra 1964 ; Lionel Hampton and his orchestra 1965 ; Duke Ellington and his famous orchestra 1965","g"
"996791810102311",,"Bibliografiia obshchestvenno-politicheskoi literatury","r"
"996512300102311",,"Blood collection from superficial veins of rodents and rabbits","g"
"996466670102311",,"Stamping ground :","g"
"996486960102311",,"Hunger","g"
"996497800102311",,"Treatment of ventricular fibrillation in the dog","g"
"996611960102311",,"Dead birds.","g"
"996888710102311",,"Greek New Testament manuscripts","g"
"996617620102311",,"Lilies of the field","g"
"996728390102311",,"Gone West","g"
"996495310102311",,"Guide to orchestral bowings through musical styles","g"
"996547740102311",,"The Time of your life","g"
"996502270102311",,"Porosity in carbonate rock sequences","g"
"996647480102311",,"Moonlighting /","g"
"996634970102311",,"Chia","g"
"996499500102311",,"Shales","g"
"996490220102311",,"International poetry reading","g"
"996510800102311",,"Infraorbital bleeding of rodents and rabbits.","g"
"996888630102311",,"Variants in the text","g"
"996837240102311",,"Gnotobiotics in production of experimental animals","g"
"996507870102311",,"Handling, restraint and administration of subcutaneous and intramuscular injections for the cat.","g"
"996836870102311",,"Anatomy and physiology of a computer","g"
"996886820102311",,"The wild beast","r"
"996486470102311",,"Workers newsreel unemployment special, 1931","g"
"996601230102311",,"Meetings, bloody meetings.","g"
"996472750102311",,"The Bridge","g"
"996681840102311",,"The atomic cafe","g"
"996843020102311",,"Henri Cartier-Bresson: The decisive moment. /","g"
"996845980102311",,"Heroides and Amores","r"
"996770540102311",,"Agee","g"
"996718870102311",,"To be a man.","g"
"996509560102311",,"Fecal sampling for microscopic analysis","g"
"996704490102311",,"The Idea of the city.","g"
"996464740102311",,"Richard Wagner","g"
"996734370102311",,"American mosaic :","g"
"996806510102311",,"Falstaff","g"
"996495320102311",,"Dealing with difficult people","g"
"996762350102311",,"Cape Cod, the sands of time","g"
"996507880102311",,"Factors.","g"
"996464720102311",,"Wagner's Ring.","g"
"996611190102311",,"The World at war","g"
"996771490102311",,"Diagnostic ultrasound in veterinary medicine","g"
"996833540102311",,"Interior planting","g"
"996585860102311",,"Nonhuman primates :","g"
"996507810102311",,"Introduction to decimal fractions.","g"
"996801060102311",,"Technical and economic research for farmers cooperatives","r"
"996512360102311",,"Administration of anesthetics to rodents","g"
"996806500102311",,"Garazh","g"
"996486450102311",,"America today, 1932-1934 [and] The World in review","g"
"996771480102311",,"Cross pin and wire fixation of a transverse distal femoral fracture","g"
"996486950102311",,"The National hunger march, 1931","g"
"996886580102311",,"Major world religions","g"
"996499640102311",,"Regional tectonics of the Cordilleran fold and thrust belt","g"
"996744240102311",,"Cross Creek","g"
"996834120102311",,"Bowed instruments","g"
"996776180102311",,"Crater Lake","g"
"996836940102311",,"The Uncle Dave Macon program","g"
"996856720102311",,"Parking lot landscape development","g"
"996833550102311",,"Street trees","g"
"996474510102311",,"A guide to Beilstein's Handbuch der organischen Chemie /","g"
"996718840102311",,"Merton","g"
"996888720102311",,"Buddhism in China.","g"
"996718860102311",,"The Power pinch","g"
"996882130102311",,"Libraries and librarians","g"
"996507820102311",,"Multiplication and division of fractions.","g"
"996507840102311",,"Introduction to fractions.","g"
"996804210102311",,"Street angel","g"
"996813820102311",,"Der Rosenkavalier","g"
"996718880102311",,"Three approaches to psychotherapy","g"
"996486460102311",,"Detroit workers news special, 1932","g"
"996502260102311",,"Structural geology in the Canadian Overthrust Belt","g"
"996497810102311",,"Treatment of cardiac arrest in the dog","g"
"996641370102311",,"The Car of your dreams","g"
"996704400102311",,"Belorusskii︠ℓ︡vokzal","g"
"996500260102311",,"Macbeth /","g"
"996744220102311",,"Islands in the stream.","g"
"996815190102311",,"Bizet's Carmen","g"
"996474470102311",,"Musical holdouts.","g"
"996611950102311",,"True glory","g"
"996832780102311",,"World War II propaganda films.","g"
"996498300102311",,"That was rock","g"
"996519810102311",,"Dolomitization","g"
"996619720102311",,"Where did you get that woman?","g"
"996601240102311",,"My mother, my father","g"
"996834110102311",,"Plucked instruments","g"
"996836290102311",,"Nonhuman primates","g"
"996882960102311",,"CPR for citizens","g"
"996471180102311",,"Doctor Zhivago","g"
"996497820102311",,"Selected Techniques in canine thoracic surgery","g"
"996887370102311",,"The Great violin mystery","g"
"996638140102311",,"States of mind","g"
"996769850102311",,"Rock'n soul live","g"
"996834130102311",,"The Drumset, a musical approach","g"
"996681910102311",,"Pride and prejudice","g"
"997332460102311",,"David Oistrakh","g"
"997029710102311",,"The Mikado","g"
"997028340102311",,"La Cenerentola","g"
"997127100102311",,"Academic convocation dedicating the College of Veterinary Medicine, University of Tennessee, September 22, 1979","g"
"997294880102311",,"The History of life on earth.","g"
"997332510102311",,"Evolution and human equality","g"
"997026010102311",,"Itzhak Perlman","g"
"997055110102311",,"The Orthopedic examination","g"
"997017170102311",,"Poppea","g"
"997017540102311",,"Creating the illusion","g"
"997044990102311",,"Swan lake","g"
"997240170102311",,"The Changing high school","g"
"997375960102311",,"Black jazz and blues","g"
"997017630102311",,"Madama Butterfly","g"
"997016950102311",,"Black Americans: a historical portfolio.","g"
